"author_a","author_b","year","title"
"Luthans,F","B","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Barbuto,JE","JamesA","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"Barbuto,JE","B","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"JamesA","B","2013","Contagion effect of global leaders' positive psychological capital on followers: Does distance and quality of relationship matter. International Journal of Human Resource Management, 24(13), 2534-2553. DOI: http://dx.doi.org/10.1080/09585192.2012.744338"
"TenreiroMachado,JA","Mata,ME","2013","Multidimensional Scaling Analysis of the Dynamics of a Country Economy. Scientific World Journal, Vol- "
"ValleeAzevedo,J","Pereira,A","2013","Approximating and Forecasting Macroeconomic Signals in Real-Time. International Journal of Forecasting, 29(3 - July "
"Velez,MJ","Neves,P","2013","O lado negro da liderança: Quando os chefes se tornam abusivos. RH Magazine, 89(NA), 24-29."
"Banbury,C","Stinerock,R","2012","Sustainable consumption: Introspecting across multiple lived cultures. Journal of Business Research, 65(4), 497-503. DOI: http://dx.doi.org/10.1016/j.jbusres.2011.02.028"
"Banbury,C","Subrahmanyan,S","2012","Sustainable consumption: Introspecting across multiple lived cultures. Journal of Business Research, 65(4), 497-503. DOI: http://dx.doi.org/10.1016/j.jbusres.2011.02.028"
"Stinerock,R","Subrahmanyan,S","2012","Sustainable consumption: Introspecting across multiple lived cultures. Journal of Business Research, 65(4), 497-503. DOI: http://dx.doi.org/10.1016/j.jbusres.2011.02.028"
"Barbuto,JE","Wilmot,M","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Barbuto,JE","Singh,M","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Barbuto,JE","Story,J","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Wilmot,M","Singh,M","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Wilmot,M","Story,J","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Singh,M","Story,J","2012","Self-other rating agreement and leader-member exchange (LMX): A quasi-replication. Perceptual and Motor Skills, 114(2), 479-484. DOI: http://dx.doi.org/10.2466/01.07.28.PMS.114.2.479-484"
"Barros,PP","Costa,A","2012","Does a Tougher Competition Policy Reduce or Promote Investment? Journal of Industry, Competition and Trade, 12(1), 119-141. DOI: http://dx.doi.org/10.1007/s10842-010-0076-z"
"Bottazzi,JM","Luque,J","2012","Securities market theory: Possession, repo and rehypothecation. Journal of Economic Theory, 147(2), 477-500. DOI: http://dx.doi.org/10.1016/j.jet.2010.11.004"
"Bottazzi,JM","Páscoa,M","2012","Securities market theory: Possession, repo and rehypothecation. Journal of Economic Theory, 147(2), 477-500. DOI: http://dx.doi.org/10.1016/j.jet.2010.11.004"
"Luque,J","Páscoa,M","2012","Securities market theory: Possession, repo and rehypothecation. Journal of Economic Theory, 147(2), 477-500. DOI: http://dx.doi.org/10.1016/j.jet.2010.11.004"
"Bourreau,M","Cambini,C","2012","Ex ante regulation and co-investment in the transition to next generation access. Telecommunications Policy, 36(5), 399-406. DOI: http://dx.doi.org/10.1016/j.telpol.2011.11.024"
"Bourreau,M","Hoernig,S","2012","Ex ante regulation and co-investment in the transition to next generation access. Telecommunications Policy, 36(5), 399-406. DOI: http://dx.doi.org/10.1016/j.telpol.2011.11.024"
"Cambini,C","Hoernig,S","2012","Ex ante regulation and co-investment in the transition to next generation access. Telecommunications Policy, 36(5), 399-406. DOI: http://dx.doi.org/10.1016/j.telpol.2011.11.024"
"Carneiro,A","Guimarães,P","2012","Real Wages and the business cycle: Accounting for worker, firm, and job title heterogeneity. American Economic Journal: Macroeconomics, 4(2), 133-152. DOI: http://dx.doi.org/10.1257/mac.4.2.133"
"Carneiro,A","Portugal,P","2012","Real Wages and the business cycle: Accounting for worker, firm, and job title heterogeneity. American Economic Journal: Macroeconomics, 4(2), 133-152. DOI: http://dx.doi.org/10.1257/mac.4.2.133"
"Guimarães,P","Portugal,P","2012","Real Wages and the business cycle: Accounting for worker, firm, and job title heterogeneity. American Economic Journal: Macroeconomics, 4(2), 133-152. DOI: http://dx.doi.org/10.1257/mac.4.2.133"
"Clegg,S","Cunha,MP","2012","The Theory and Practice of Utopia in a Total Institution: The Pineapple Panopticon. Organization Studies, 33(12), 1735-1757. DOI: http://dx.doi.org/10.1177/0170840612464611"
"Clegg,S","Rego,A","2012","The Theory and Practice of Utopia in a Total Institution: The Pineapple Panopticon. Organization Studies, 33(12), 1735-1757. DOI: http://dx.doi.org/10.1177/0170840612464611"
"Cunha,MP","Rego,A","2012","The Theory and Practice of Utopia in a Total Institution: The Pineapple Panopticon. Organization Studies, 33(12), 1735-1757. DOI: http://dx.doi.org/10.1177/0170840612464611"
"CunhaeSá,MA","Madureira,L","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"CunhaeSá,MA","Nunes,LC","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"CunhaeSá,MA","Otrachshenko,V","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"Madureira,L","Nunes,LC","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"Madureira,L","Otrachshenko,V","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"Nunes,LC","Otrachshenko,V","2012","Protesting and Justifying: A Latent Class Model for Contingent Valuation with Attitudinal Data. Environmental & Resource Economics, 52(4), 531-548. DOI: http://dx.doi.org/10.1007/s10640-011-9541-3"
"Cunha,MP","Clegg,S","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Cunha,MP","Rego,A","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Cunha,MP","Lancione,M","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Clegg,S","Rego,A","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Clegg,S","Lancione,M","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Rego,A","Lancione,M","2012","The organization (Ângkar) as a state of exception: The case of the S-21 extermination camp, Phnom Penh. Journal of Political Power, 5(2), 279-299. DOI: http://dx.doi.org/10.1080/2158379X."
"Cunha,MP","Clegg,S","2012","Improvisation as ""real time foresight"". Futures, 44(3), 265-272. DOI: http://dx.doi.org/10.1016/j.futures.2011.10.009"
"Cunha,MP","Kamoche,K","2012","Improvisation as ""real time foresight"". Futures, 44(3), 265-272. DOI: http://dx.doi.org/10.1016/j.futures.2011.10.009"
"Clegg,S","Kamoche,K","2012","Improvisation as ""real time foresight"". Futures, 44(3), 265-272. DOI: http://dx.doi.org/10.1016/j.futures.2011.10.009"
"deGiovanni,P","EspositoVinzi,V","2012","Covariance versus component-based estimations of performance in green supply chain management. International Journal of Production Economics, 135(2), 907-916. DOI: http://dx.doi.org/10.1016/j.ijpe.2011.11.001"
"Ferreira,FAF","Spahr,RW","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Ferreira,FAF","Santos,SP","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Ferreira,FAF","Rodrigues,PMM","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Spahr,RW","Santos,SP","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Spahr,RW","Rodrigues,PMM","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Santos,SP","Rodrigues,PMM","2012","A multiple criteria framework to evaluate bank branch potential attractiveness. International Journal of Strategic Property Management, 16(3), 254-276. DOI: http://dx.doi.org/10.3846/1648715X."
"Ferreira,MA","Matos,P","2012","Universal Banks and Corporate Control: Evidence from the Global Syndicated Loan Market. Review of Financial Studies, 25(9), 2703-2744. DOI: http://dx.doi.org/10.1093/rfs/hhs076"
"Ferreira,MA","Keswani,A","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Ferreira,MA","Miguel,AF","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Ferreira,MA","Ramos,SB","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Keswani,A","Miguel,AF","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Keswani,A","Ramos,SB","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Miguel,AF","Ramos,SB","2012","The flow-performance relationship around the world. Journal of Banking & Finance, 36(6), 1759-1780. DOI: http://dx.doi.org/10.1016/j.jbankfin."
"Hadjiyiannis,C","Doruk,I","2012","Multilateral tariff cooperation under fairness and reciprocity. Canadian Journal of Economics-Revue Canadienne D Economique, 45(3), 925-941. DOI: http://dx.doi.org/10.1111/j.1540-5982."
"Hadjiyiannis,C","Tabakis,C","2012","Multilateral tariff cooperation under fairness and reciprocity. Canadian Journal of Economics-Revue Canadienne D Economique, 45(3), 925-941. DOI: http://dx.doi.org/10.1111/j.1540-5982."
"Doruk,I","Tabakis,C","2012","Multilateral tariff cooperation under fairness and reciprocity. Canadian Journal of Economics-Revue Canadienne D Economique, 45(3), 925-941. DOI: http://dx.doi.org/10.1111/j.1540-5982."
"Hoernig,S","Jay,S","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Hoernig,S","Neu,W","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Hoernig,S","Neumann,KH","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Hoernig,S","Plueckebaum,T","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Hoernig,S","Vogelsang,I","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Jay,S","Neu,W","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Jay,S","Neumann,KH","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Jay,S","Plueckebaum,T","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Jay,S","Vogelsang,I","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Neu,W","Neumann,KH","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Neu,W","Plueckebaum,T","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
"Neu,W","Vogelsang,I","2012","Wholesale Pricing, NGA Take-Up and Competition. Communications & Strategies, 86(2nd Quarter), 153-174."
